molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_chembl_id,data_validity_comment,document_chembl_id,target_chembl_id
CHEMBL5429608,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)C(C)(C)C)cccc12,IC50,=,10042.0,nM,5.00,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5396394,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)Cc3ccccc3)cccc12,IC50,=,531.2,nM,6.28,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5405929,CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,5590.0,nM,5.25,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5407856,CC(C)N(C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12)C(C)C,IC50,=,4629.0,nM,5.33,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5426763,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N3CCCCC3)cccc12,IC50,=,529.1,nM,6.28,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5407369,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N3CCOCC3)cccc12,IC50,=,3584.0,nM,5.45,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5431791,C#CCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,340.3,nM,6.47,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5400593,C#CCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,1081.0,nM,5.97,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5394478,C#CCCCCCCCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,123.2,nM,6.91,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5421921,C#CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,7526.0,nM,5.12,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5399188,C#CCN(CC#C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,464.1,nM,6.33,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5428978,C#CCN(C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12)C(C)C,IC50,=,5354.0,nM,5.27,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5412829,CON(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,IC50,=,1101.0,nM,5.96,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5435599,CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)N(C)C)cccc12,IC50,=,5560.0,nM,5.25,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5405546,CN(CCC1CCCCCC1)Cc1c[nH]c2cc(OC(=O)N(C)C)ccc12,IC50,=,6719.0,nM,5.17,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5394683,CC(C)N(C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1)C(C)C,IC50,=,336.5,nM,6.47,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5410208,C#CCN(C)C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1,IC50,=,1456.0,nM,5.84,B,CHEMBL5333551,,CHEMBL5331096,CHEMBL220
CHEMBL5422760,Cc1ccc(NCCCSC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3sc12,IC50,=,7840.0,nM,5.11,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5431870,Cc1ccc(NCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3cc(O)ccc3sc12,IC50,=,4260.0,nM,5.37,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5419364,COc1ccc2sc3c(C)ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,IC50,=,3590.0,nM,5.45,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5415210,COc1ccc2sc3c([N+](=O)[O-])ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,IC50,=,4750.0,nM,5.32,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5405496,COc1ccc2sc3c([N+](=O)[O-])ccc(NCCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,IC50,=,1750.0,nM,5.76,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5436261,COc1ccc2sc3c(N)ccc(NCC[C@@H]4CCCN5CCCC[C@H]45)c3c(=O)c2c1,IC50,=,2400.0,nM,5.62,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5440445,COc1ccc2sc3c(C)ccc(NCCC4CCN(C)CC4)c3c(=O)c2c1,IC50,=,16100.0,nM,4.79,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5438801,Cc1ccc(NCCC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3oc12,IC50,=,8810.0,nM,5.05,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,17.0,nM,7.77,B,CHEMBL5336023,,CHEMBL5335771,CHEMBL220
CHEMBL5414144,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NC3CCCCC3)cc21,IC50,=,11000.0,nM,4.96,B,CHEMBL5338149,,CHEMBL5335844,CHEMBL220
CHEMBL5407180,CCCCCCNC(=O)Oc1ccc2c(c1)N(CC)/C(=C/C(C)=O)S2,IC50,=,14000.0,nM,4.85,B,CHEMBL5338149,,CHEMBL5335844,CHEMBL220
CHEMBL5434888,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NCc3cccnc3)cc21,IC50,=,34000.0,nM,4.47,B,CHEMBL5338149,,CHEMBL5335844,CHEMBL220
CHEMBL5407164,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NCCc3ccccc3)cc21,IC50,=,20000.0,nM,4.70,B,CHEMBL5338149,,CHEMBL5335844,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,3.9,nM,8.41,B,CHEMBL5338149,,CHEMBL5335844,CHEMBL220
CHEMBL5433139,S=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1c[nH]c2ccccc12,IC50,=,25.0,nM,7.60,B,CHEMBL5339525,,CHEMBL5338719,CHEMBL220
CHEMBL4856400,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)c3C(C1)C2.Cl.Cl,IC50,=,11.7,nM,7.93,B,CHEMBL5339525,,CHEMBL5338719,CHEMBL220
CHEMBL5412564,Clc1ccc2c(NCCCCCN3c4ccccc4Sc4ccccc43)c3c(nc2c1)CCCC3,IC50,=,8.0,nM,8.10,B,CHEMBL5339525,,CHEMBL5338719,CHEMBL220
CHEMBL5412278,COC(=O)c1cc(C(=O)c2ccc(OC)cc2)n2ccc(CCCc3cc[n+](C)cc3)cc12.[I-],IC50,=,3300.0,nM,5.48,B,CHEMBL5339525,,CHEMBL5338719,CHEMBL220
CHEMBL772,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,IC50,=,1700.0,nM,5.77,B,CHEMBL5339525,,CHEMBL5338719,CHEMBL220
CHEMBL5408201,Cl.O=C(NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1nc2ccc([N+](=O)[O-])cc2s1,IC50,=,18.0,nM,7.75,B,CHEMBL5339528,,CHEMBL5338719,CHEMBL220
CHEMBL5433193,Cc1ccc(S(=O)(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,IC50,=,130.0,nM,6.89,B,CHEMBL5339533,,CHEMBL5338719,CHEMBL220
CHEMBL5409365,FC(F)(F)c1ccc(-c2nnc(CNC3CCN(Cc4ccccc4)C3)o2)cc1,IC50,=,64.0,nM,7.19,B,CHEMBL5339548,,CHEMBL5338719,CHEMBL220
CHEMBL5405755,CCOC(=O)C1=C(C)N(CCC2CCN(Cc3ccccc3)CC2)C(=O)NC1c1coc2c(Cl)cc(Cl)cc2c1=O,IC50,=,60.0,nM,7.22,B,CHEMBL5339551,,CHEMBL5338719,CHEMBL220
CHEMBL5203291,CC1=C(NC2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc2C1=O,IC50,=,47500.0,nM,4.32,B,CHEMBL5339554,,CHEMBL5338719,CHEMBL220
CHEMBL5419644,CCN(CCCCCOc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O)Cc1ccccc1,IC50,=,910.0,nM,6.04,B,CHEMBL5339557,,CHEMBL5338719,CHEMBL220
CHEMBL5426401,O=C(C[n+]1ccc2ccccc2c1)Nc1ccccc1Br.[Cl-],IC50,=,13000.0,nM,4.89,B,CHEMBL5339571,,CHEMBL5338719,CHEMBL220
CHEMBL5435163,c1cc2[nH]c3nc(NCCCCCCN4CCCC4)nnc3c2cc1N1CCCCC1,IC50,=,320.0,nM,6.50,B,CHEMBL5339579,,CHEMBL5338719,CHEMBL220
CHEMBL5407446,O=c1nc2sc3ccccc3n2c2ncccc12,IC50,=,2780.0,nM,5.56,B,CHEMBL5339584,,CHEMBL5338719,CHEMBL220
CHEMBL5425561,COc1cc2c(cc1OC)-c1c(-c3ccc(Cl)cc3)c(/C=N/c3ccc(/N=C/c4cn5c(c4-c4ccc(Cl)cc4)-c4cc(OC)c(OC)cc4CC5)cc3)cn1CC2,IC50,=,7300.0,nM,5.14,B,CHEMBL5339587,,CHEMBL5338719,CHEMBL220
CHEMBL5411758,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccccc1)n2CCC(C)C,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,152.0,nM,6.82,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL471980,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,<,10000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,IC50,,,,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL486438,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(O)cc1)n2CCC(C)C,IC50,,,,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5403457,CCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5421196,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NC)cc1)n2CCC(C)C,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5404463,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NC3CC3)cc1)n2CCC(C)C,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5424787,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)C)cc1)n2CCC(C)C,IC50,=,8660.0,nM,5.06,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5409303,CCN(C)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5421463,CCCN(C)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5395228,CCN(CC)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5425753,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NCc3ccccc3)cc1)n2CCC(C)C,IC50,=,4500.0,nM,5.35,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5416421,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)c3ccccc3)cc1)n2CCC(C)C,IC50,=,3460.0,nM,5.46,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5395270,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)Cc3ccccc3)cc1)n2CCC(C)C,IC50,=,9010.0,nM,5.04,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5429476,CCOc1ccc(Cc2nc3cc(O)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5430169,CCOc1ccc(Cc2nc3cc(OC(=O)N(C)C)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5411397,CCOc1ccc(Cc2nc3cc(OC(=O)N(C)CC)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5412500,CCOc1ccc(Cc2nc3cc(OC(=O)N4CCCC4)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5422050,CCOc1ccc(Cc2nc3cc(OC(=O)N4CCC4)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5414873,CCOc1ccc(Cc2nc3cc(OC(=O)NC4CC4)ccc3n2CCC(C)C)cc1,IC50,>,25000.0,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5411758,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccccc1)n2CCC(C)C,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,158.49,nM,6.80,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5403457,CCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5421196,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NC)cc1)n2CCC(C)C,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5404463,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NC3CC3)cc1)n2CCC(C)C,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5424787,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)C)cc1)n2CCC(C)C,IC50,=,7943.28,nM,5.10,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5409303,CCN(C)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5421463,CCCN(C)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5395228,CCN(CC)C(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5425753,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NCc3ccccc3)cc1)n2CCC(C)C,IC50,=,3981.07,nM,5.40,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5416421,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)c3ccccc3)cc1)n2CCC(C)C,IC50,=,3162.28,nM,5.50,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5395270,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N(C)Cc3ccccc3)cc1)n2CCC(C)C,IC50,=,10000.0,nM,5.00,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5429476,CCOc1ccc(Cc2nc3cc(O)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5430169,CCOc1ccc(Cc2nc3cc(OC(=O)N(C)C)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5411397,CCOc1ccc(Cc2nc3cc(OC(=O)N(C)CC)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5412500,CCOc1ccc(Cc2nc3cc(OC(=O)N4CCCC4)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5422050,CCOc1ccc(Cc2nc3cc(OC(=O)N4CCC4)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5414873,CCOc1ccc(Cc2nc3cc(OC(=O)NC4CC4)ccc3n2CCC(C)C)cc1,IC50,>,25118.86,nM,,B,CHEMBL5341188,,CHEMBL5338756,CHEMBL220
CHEMBL5411758,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccccc1)n2CCC(C)C,IC50,=,3800.0,nM,5.42,B,CHEMBL5341227,,CHEMBL5338756,CHEMBL220
CHEMBL327209,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,IC50,=,1500.0,nM,5.82,B,CHEMBL5341227,,CHEMBL5338756,CHEMBL220
CHEMBL5409352,O=c1cc(-c2ccc(O)cc2)oc2cccc(OCc3ccccc3)c12,IC50,=,711.0,nM,6.15,B,CHEMBL5341227,,CHEMBL5338756,CHEMBL220
CHEMBL5397159,COC(=O)/C=C/C(=O)Nc1cccc(OCCSC(=S)N2CCCCC2)c1,IC50,=,1390.0,nM,5.86,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5435812,COC(=O)/C=C/C(=O)Nc1cccc(OCCCSC(=S)N2CCCCC2)c1,IC50,=,1980.0,nM,5.70,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5436875,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2)c1,IC50,=,210.0,nM,6.68,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5440650,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2C)c1,IC50,=,53.0,nM,7.28,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5396214,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCC2)c1,IC50,=,6040.0,nM,5.22,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5414511,COC(=O)/C=C/C(=O)Nc1ccc(OCCCCSC(=S)N2CCCCC2C)cc1,IC50,=,380.0,nM,6.42,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,21.0,nM,7.68,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,=,1290.0,nM,5.89,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,170.0,nM,6.77,B,CHEMBL5344489,,CHEMBL5344402,CHEMBL220
CHEMBL5433692,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2)c1=O)Cc1ccccc1.[Br-].[Br-],IC50,=,0.14,nM,9.85,B,CHEMBL5355279,,CHEMBL5352458,CHEMBL220
CHEMBL5396497,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],IC50,=,7.0,nM,8.15,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5434553,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],IC50,=,0.6,nM,9.22,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5440753,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],IC50,=,0.4,nM,9.40,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5417346,Br.CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1[N+](=O)[O-],IC50,=,0.1,nM,10.00,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5418455,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],IC50,=,2.0,nM,8.70,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5417632,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],IC50,=,1.0,nM,9.00,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5426103,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],IC50,=,0.5,nM,9.30,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL5419243,CC[N+](CC)(CCCCCn1c(=O)cc(C)n(CCCCCCn2c(C)cc(=O)n(C)c2=O)c1=O)Cc1ccccc1C(F)(F)F.[Br-],IC50,=,0.2,nM,9.70,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],IC50,=,350.0,nM,6.46,B,CHEMBL5355282,,CHEMBL5352458,CHEMBL220
CHEMBL294264,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,IC50,=,300.0,nM,6.52,B,CHEMBL5357280,,CHEMBL5356934,CHEMBL220
CHEMBL5424891,COc1cccc(C2c3c(nc(C)[nH]c3=O)Oc3c2n(C(C)=O)c2ccccc32)c1,IC50,=,16990.0,nM,4.77,B,CHEMBL5357679,,CHEMBL5356953,CHEMBL220
CHEMBL5427488,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccc(Br)cc1,IC50,=,113700.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5437596,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccc(Cl)cc1,IC50,>,315400.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5437114,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccc(C#N)cc1,IC50,>,322900.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5434381,COc1ccc(C2c3c(nc(C)[nH]c3=O)Oc3c2n(C(C)=O)c2ccccc32)cc1,IC50,=,204080.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5425032,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccc(C)cc1,IC50,=,276760.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5431310,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccc([N+](=O)[O-])cc1,IC50,>,307400.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5400013,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1cccc([N+](=O)[O-])c1,IC50,>,307400.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5426044,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1cccc(Br)c1,IC50,>,284260.0,nM,,B,CHEMBL5357679,Outside typical range,CHEMBL5356953,CHEMBL220
CHEMBL5430507,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccccc1[N+](=O)[O-],IC50,=,48030.0,nM,4.32,B,CHEMBL5357679,,CHEMBL5356953,CHEMBL220
CHEMBL5406712,CC(=O)n1c2c(c3ccccc31)Oc1nc(C)[nH]c(=O)c1C2c1ccccc1,IC50,=,5390.0,nM,5.27,B,CHEMBL5357679,,CHEMBL5356953,CHEMBL220
CHEMBL5407081,COc1ccc(C2c3c(nc(C)[nH]c3=O)Oc3c2n(C(C)=O)c2ccccc32)cc1[N+](=O)[O-],IC50,=,91240.0,nM,4.04,B,CHEMBL5357679,,CHEMBL5356953,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,80.0,nM,7.10,B,CHEMBL5357679,,CHEMBL5356953,CHEMBL220
CHEMBL5432462,O=C1Cc2cc(OCc3ccc(F)cc3)ccc2C=C1C(=O)NCCc1c[nH]c2ccccc12,IC50,=,160.0,nM,6.80,B,CHEMBL5358702,,CHEMBL5356986,CHEMBL220
CHEMBL5401178,O=C(Nc1cccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)c1)c1ccccc1,IC50,=,1937.0,nM,5.71,B,CHEMBL5359759,,CHEMBL5357038,CHEMBL220
